STATE,SALES_MONTH,CATEGORY_GROUP,TOTAL_DOLLARS
Virginia,2023-07-01,Vapes,3851280.55
Vermont,2023-07-01,Flower,3860555.94
Missouri,2023-07-01,Edibles,17401682.36
Florida,2023-07-01,Other,2400641.20
Mississippi,2023-07-01,Other,164880.90
Nevada,2023-07-01,Vapes,18828823.56
Virginia,2023-07-01,Other,474799.45
Washington,2023-07-01,Vapes,23720530.36
Louisiana,2023-07-01,Pre-Rolls,167037.98
Montana,2023-07-01,Pre-Rolls,2567137.96
Minnesota,2023-07-01,Concentrates,0.00
West Virginia,2023-07-01,Edibles,0.00
South Carolina,2023-07-01,Vapes,0.00
Maine,2023-07-01,Pre-Rolls,6891645.45
Newfoundland and Labrador,2023-07-01,Other,346157.63
Newfoundland and Labrador,2023-07-01,Edibles,346427.02
Alberta,2023-07-01,Vapes,17633871.21
Alaska,2023-07-01,Pre-Rolls,3383584.31
New Mexico,2023-07-01,Other,941855.08
Michigan,2023-07-01,Pre-Rolls,48659534.95
Rhode Island,2023-07-01,Edibles,691677.71
Michigan,2023-07-01,Other,2986500.77
Northern Mariana Islands,2023-07-01,Other,0.00
California,2023-07-01,Vapes,108186438.58
Pennsylvania,2023-07-01,Other,6559738.00
New Jersey,2023-07-01,Other,961699.03
California,2023-07-01,Pre-Rolls,62438120.43
Vermont,2023-07-01,Vapes,2750350.22
Saskatchewan,2023-07-01,Flower,5214452.73
Utah,2023-07-01,Edibles,1127877.59
Saskatchewan,2023-07-01,Edibles,669338.92
Connecticut,2023-07-01,Vapes,8045613.69
Arkansas,2023-07-01,Concentrates,2134104.76
Arkansas,2023-07-01,Vapes,4878433.30
Hawaii,2023-07-01,Flower,1188130.59
Ohio,2023-07-01,Flower,20653421.22
District of Columbia,2023-07-01,Pre-Rolls,241191.99
Maryland,2023-07-01,Concentrates,2660335.63
Minnesota,2023-07-01,Pre-Rolls,316318.64
Louisiana,2023-07-01,Flower,2798423.96
New Brunswick,2023-07-01,Flower,545160.53
New Hampshire,2023-07-01,Other,102740.58
Ontario,2023-07-01,Concentrates,8390821.43
Massachusetts,2023-07-01,Flower,58998153.60
Ohio,2023-07-01,Edibles,6540695.58
Virginia,2023-07-01,Concentrates,388180.21
District of Columbia,2023-07-01,Other,204153.95
Pennsylvania,2023-07-01,Concentrates,10256993.87
New Jersey,2023-07-01,Flower,27960208.51
Nunavut,2023-07-01,Pre-Rolls,133525.40
Nunavut,2023-07-01,Vapes,107398.77
Alaska,2023-07-01,Edibles,1991888.64
Maine,2023-07-01,Concentrates,2922776.53
New Hampshire,2023-07-01,Pre-Rolls,156429.61
Arkansas,2023-07-01,Edibles,3054026.10
District of Columbia,2023-07-01,Vapes,454826.18
Vermont,2023-07-01,Other,589537.90
Nunavut,2023-07-01,Concentrates,43002.32
North Dakota,2023-07-01,Flower,609079.37
Arkansas,2023-07-01,Pre-Rolls,583.62
Yukon,2023-07-01,Concentrates,86998.41
Manitoba,2023-07-01,Edibles,1110522.69
Georgia,2023-07-01,Other,429739.13
Texas,2023-07-01,Flower,130491.30
Arkansas,2023-07-01,Flower,13142355.25
Michigan,2023-07-01,Flower,128852327.40
Puerto Rico,2023-07-01,Other,375137.66
Missouri,2023-07-01,Pre-Rolls,11613397.09
Connecticut,2023-07-01,Flower,9054989.66
West Virginia,2023-07-01,Flower,4347758.81
Colorado,2023-07-01,Concentrates,36574375.50
Maine,2023-07-01,Vapes,5766849.18
Arizona,2023-07-01,Other,1127850.59
New Hampshire,2023-07-01,Edibles,207897.13
Hawaii,2023-07-01,Edibles,383870.74
Nova Scotia,2023-07-01,Concentrates,22065.79
Puerto Rico,2023-07-01,Vapes,1551610.06
Alaska,2023-07-01,Flower,6749321.36
Washington,2023-07-01,Other,2880692.63
Manitoba,2023-07-01,Flower,5168765.06
Louisiana,2023-07-01,Vapes,446816.82
Maryland,2023-07-01,Pre-Rolls,7320466.38
New York,2023-07-01,Edibles,4284586.17
Nevada,2023-07-01,Concentrates,2798551.30
California,2023-07-01,Edibles,40507851.70
Oklahoma,2023-07-01,Flower,55737440.60
British Columbia,2023-07-01,Edibles,5243918.37
Washington,2023-07-01,Pre-Rolls,14187697.81
Ontario,2023-07-01,Vapes,29785104.13
Maine,2023-07-01,Flower,19837449.58
Manitoba,2023-07-01,Other,1092534.77
South Dakota,2023-07-01,Vapes,502837.41
Connecticut,2023-07-01,Edibles,2823477.23
Michigan,2023-07-01,Vapes,56988175.13
New York,2023-07-01,Other,962330.22
Pennsylvania,2023-07-01,Flower,36472389.62
Utah,2023-07-01,Concentrates,440207.07
South Carolina,2023-07-01,Concentrates,0.00
British Columbia,2023-07-01,Other,4610669.69
Oklahoma,2023-07-01,Vapes,20942871.02
Nevada,2023-07-01,Flower,28032975.83
Illinois,2023-07-01,Concentrates,8305192.00
Maryland,2023-07-01,Other,1331508.75
Alaska,2023-07-01,Concentrates,1758413.42
Arizona,2023-07-01,Edibles,9440113.43
New Mexico,2023-07-01,Vapes,10872838.14
District of Columbia,2023-07-01,Concentrates,75734.20
Ohio,2023-07-01,Other,1839467.53
Ohio,2023-07-01,Concentrates,1755933.09
Newfoundland and Labrador,2023-07-01,Vapes,507412.06
New Jersey,2023-07-01,Edibles,7270316.82
New Brunswick,2023-07-01,Pre-Rolls,477875.31
Nova Scotia,2023-07-01,Flower,942.50
South Carolina,2023-07-01,Edibles,0.00
Arizona,2023-07-01,Vapes,23074035.37
Alberta,2023-07-01,Flower,23770729.31
Delaware,2023-07-01,Edibles,326507.96
Delaware,2023-07-01,Other,247081.83
Illinois,2023-07-01,Flower,63909116.60
Alaska,2023-07-01,Other,854036.90
South Dakota,2023-07-01,Concentrates,361340.25
Maryland,2023-07-01,Vapes,16341377.42
Newfoundland and Labrador,2023-07-01,Flower,2019067.67
Montana,2023-07-01,Other,2071224.89
West Virginia,2023-07-01,Vapes,1270677.31
New Jersey,2023-07-01,Pre-Rolls,7807058.17
Maine,2023-07-01,Other,1734033.60
British Columbia,2023-07-01,Pre-Rolls,24037589.09
Utah,2023-07-01,Vapes,3611140.29
Mississippi,2023-07-01,Vapes,1039077.82
Mississippi,2023-07-01,Edibles,784389.70
Hawaii,2023-07-01,Vapes,897469.59
North Dakota,2023-07-01,Other,129454.43
South Dakota,2023-07-01,Other,131784.33
Rhode Island,2023-07-01,Concentrates,577417.90
Florida,2023-07-01,Edibles,632807.37
Rhode Island,2023-07-01,Vapes,1069416.15
Puerto Rico,2023-07-01,Pre-Rolls,10510.02
Nova Scotia,2023-07-01,Other,975.02
California,2023-07-01,Flower,130813046.73
Oregon,2023-07-01,Flower,28335076.34
Ontario,2023-07-01,Flower,76426624.52
Michigan,2023-07-01,Concentrates,17543499.82
Montana,2023-07-01,Vapes,6516748.64
Yukon,2023-07-01,Other,81480.45
Delaware,2023-07-01,Flower,1169016.47
Texas,2023-07-01,Edibles,189173.60
South Dakota,2023-07-01,Edibles,176383.36
New Brunswick,2023-07-01,Concentrates,76348.26
Mississippi,2023-07-01,Pre-Rolls,450582.20
Pennsylvania,2023-07-01,Pre-Rolls,0.28
District of Columbia,2023-08-01,Flower,1694828.55
Mississippi,2023-08-01,Concentrates,99033.62
Florida,2023-08-01,Vapes,25437857.86
South Dakota,2023-08-01,Flower,2086850.18
Georgia,2023-08-01,Other,534559.50
Arizona,2023-08-01,Other,1096387.77
North Dakota,2023-08-01,Pre-Rolls,35455.29
Virginia,2023-08-01,Concentrates,265883.39
Vermont,2023-08-01,Concentrates,195268.90
Alberta,2023-08-01,Other,6299032.88
Puerto Rico,2023-08-01,Pre-Rolls,280441.66
Puerto Rico,2023-08-01,Other,368283.15
Florida,2023-08-01,Other,1844980.41
North Dakota,2023-08-01,Edibles,0.00
Illinois,2023-08-01,Other,2280360.79
New Mexico,2023-08-01,Edibles,7020724.30
Ohio,2023-08-01,Edibles,6912202.68
Pennsylvania,2023-08-01,Other,6157660.49
South Dakota,2023-08-01,Concentrates,470606.77
District of Columbia,2023-08-01,Concentrates,80503.65
Florida,2023-08-01,Pre-Rolls,5471935.79
Yukon,2023-08-01,Concentrates,85709.10
Rhode Island,2023-08-01,Concentrates,538881.16
Nova Scotia,2023-08-01,Edibles,13983.22
Nova Scotia,2023-08-01,Pre-Rolls,467.89
Vermont,2023-08-01,Vapes,2660504.19
Connecticut,2023-08-01,Pre-Rolls,2832811.08
South Carolina,2023-08-01,Pre-Rolls,0.00
Colorado,2023-08-01,Pre-Rolls,3016160.19
Washington,2023-08-01,Pre-Rolls,14682469.61
Missouri,2023-08-01,Vapes,25072438.72
California,2023-08-01,Other,10174831.71
Connecticut,2023-08-01,Flower,9631696.34
British Columbia,2023-08-01,Other,4748850.40
West Virginia,2023-08-01,Other,148667.24
Delaware,2023-08-01,Other,243559.72
West Virginia,2023-08-01,Edibles,0.00
British Columbia,2023-08-01,Concentrates,3402054.67
Ohio,2023-08-01,Other,1673283.02
Minnesota,2023-08-01,Vapes,838518.10
South Carolina,2023-08-01,Vapes,0.00
Alaska,2023-08-01,Other,951832.53
Connecticut,2023-08-01,Other,633299.73
Hawaii,2023-08-01,Other,239085.89
South Carolina,2023-08-01,Other,0.00
New Mexico,2023-08-01,Concentrates,2154501.64
Connecticut,2023-08-01,Concentrates,642110.28
Arizona,2023-08-01,Flower,53664426.21
Delaware,2023-08-01,Flower,1097153.31
Minnesota,2023-08-01,Pre-Rolls,387836.00
Maine,2023-08-01,Edibles,6399253.30
Michigan,2023-08-01,Other,3066935.23
Maryland,2023-08-01,Other,1127958.32
Saskatchewan,2023-08-01,Vapes,3229791.07
Minnesota,2023-08-01,Edibles,266727.03
Arkansas,2023-08-01,Vapes,5248424.81
Newfoundland and Labrador,2023-08-01,Other,391743.32
Maine,2023-08-01,Vapes,6032405.41
Iowa,2023-08-01,Vapes,496700.22
Oregon,2023-08-01,Other,3638839.88
Oregon,2023-08-01,Pre-Rolls,11160715.90
Washington,2023-08-01,Other,2849932.36
Manitoba,2023-08-01,Flower,5293893.50
Oklahoma,2023-08-01,Pre-Rolls,14324626.04
Louisiana,2023-08-01,Concentrates,140099.27
New Brunswick,2023-08-01,Vapes,361335.37
Montana,2023-08-01,Vapes,6463243.49
Alberta,2023-08-01,Edibles,5101273.17
Utah,2023-08-01,Pre-Rolls,3785.50
Nevada,2023-08-01,Other,2035004.52
Manitoba,2023-08-01,Vapes,2426274.86
Alaska,2023-08-01,Flower,7474975.04
Alaska,2023-08-01,Vapes,3705494.11
South Dakota,2023-08-01,Pre-Rolls,389713.38
South Dakota,2023-08-01,Vapes,926369.41
Rhode Island,2023-08-01,Vapes,1231440.74
Minnesota,2023-08-01,Other,254504.34
Minnesota,2023-08-01,Flower,2386580.89
Oregon,2023-08-01,Edibles,11521709.08
Maryland,2023-08-01,Concentrates,2920575.48
Arkansas,2023-08-01,Other,437968.12
Florida,2023-08-01,Flower,95118612.83
Delaware,2023-08-01,Edibles,314442.95
Arkansas,2023-08-01,Pre-Rolls,9017.30
Massachusetts,2023-08-01,Vapes,32923841.24
New York,2023-08-01,Vapes,7678079.83
Oregon,2023-08-01,Concentrates,8282126.83
Saskatchewan,2023-08-01,Pre-Rolls,2447966.61
New Mexico,2023-08-01,Other,828792.12
New York,2023-08-01,Flower,7267165.30
Mississippi,2023-08-01,Pre-Rolls,269476.03
Nevada,2023-08-01,Pre-Rolls,10145507.21
Saskatchewan,2023-08-01,Concentrates,367030.42
Yukon,2023-08-01,Pre-Rolls,327374.06
New Hampshire,2023-08-01,Concentrates,72200.12
Vermont,2023-08-01,Flower,3962277.99
New York,2023-08-01,Concentrates,290696.82
Illinois,2023-08-01,Edibles,16555567.38
Pennsylvania,2023-08-01,Vapes,39667974.83
Florida,2023-08-01,Concentrates,18554924.01
Nova Scotia,2023-08-01,Vapes,920.39
New Brunswick,2023-08-01,Concentrates,80373.42
Nova Scotia,2023-08-01,Other,1028.53
British Columbia,2023-08-01,Flower,24924981.49
South Carolina,2023-08-01,Concentrates,0.00
Oklahoma,2023-08-01,Vapes,21095731.26
Maine,2023-08-01,Flower,21347881.83
Pennsylvania,2023-08-01,Pre-Rolls,0.03
Montana,2023-08-01,Concentrates,3089121.19
New Mexico,2023-08-01,Vapes,10737660.12
West Virginia,2023-08-01,Vapes,1249835.90
Pennsylvania,2023-08-01,Flower,36006975.63
Nunavut,2023-08-01,Pre-Rolls,159880.84
New York,2023-08-01,Edibles,4550413.15
Alaska,2023-08-01,Edibles,2061000.15
Hawaii,2023-08-01,Flower,1157748.83
Illinois,2023-08-01,Pre-Rolls,10019817.03
Maryland,2023-08-01,Edibles,10636016.34
New Mexico,2023-08-01,Pre-Rolls,5585925.37
Alberta,2023-08-01,Flower,22389059.56
Vermont,2023-08-01,Edibles,1661820.14
Arizona,2023-08-01,Vapes,24331698.12
Newfoundland and Labrador,2023-08-01,Concentrates,322551.72
District of Columbia,2023-08-01,Vapes,446796.19
New Brunswick,2023-08-01,Flower,507650.99
Nova Scotia,2023-08-01,Flower,994.23
Nevada,2023-08-01,Concentrates,2961513.39
Ohio,2023-08-01,Flower,21030352.65
Ontario,2023-08-01,Other,12816804.24
Puerto Rico,2023-08-01,Edibles,1186692.25
Massachusetts,2023-08-01,Flower,60785046.30
New Jersey,2023-08-01,Pre-Rolls,9431162.23
Maine,2023-08-01,Other,1783086.56
Maine,2023-08-01,Concentrates,2975592.99
Mississippi,2023-08-01,Flower,4358662.57
Maine,2023-08-01,Pre-Rolls,6977530.43
Connecticut,2023-08-01,Edibles,3016263.34
New York,2023-08-01,Pre-Rolls,3782090.35
Newfoundland and Labrador,2023-08-01,Edibles,338115.23
Mississippi,2023-08-01,Edibles,885586.00
California,2023-08-01,Concentrates,23823581.11
Virginia,2023-08-01,Flower,5365329.88
Mississippi,2023-08-01,Vapes,1126414.92
Newfoundland and Labrador,2023-08-01,Pre-Rolls,808400.27
Nevada,2023-08-01,Edibles,9116775.76
Ohio,2023-08-01,Concentrates,1719967.40
Hawaii,2023-08-01,Concentrates,384453.74
New Jersey,2023-08-01,Other,1234629.66
Louisiana,2023-08-01,Other,105945.56
Oklahoma,2023-08-01,Other,6764385.88
Virginia,2023-08-01,Other,476154.52
Maryland,2023-08-01,Pre-Rolls,7416323.03
North Dakota,2023-08-01,Flower,680518.38
Colorado,2023-08-01,Flower,51668638.60
Manitoba,2023-08-01,Other,1422429.15
Missouri,2023-08-01,Pre-Rolls,11330493.58
New Brunswick,2023-08-01,Edibles,190044.00
Manitoba,2023-08-01,Concentrates,506274.43
Delaware,2023-08-01,Vapes,983167.74
Oregon,2023-08-01,Vapes,20509318.04
Saskatchewan,2023-08-01,Other,1398657.08
Nunavut,2023-08-01,Other,35595.75
Illinois,2023-08-01,Concentrates,7866890.16
Alaska,2023-08-01,Pre-Rolls,3842094.53
Iowa,2023-08-01,Edibles,117590.00
Pennsylvania,2023-08-01,Concentrates,11040842.57
Iowa,2023-08-01,Other,489018.87
Arkansas,2023-08-01,Edibles,3268812.12
Texas,2023-08-01,Flower,135641.93
Ontario,2023-08-01,Pre-Rolls,59676239.71
California,2023-08-01,Pre-Rolls,62374594.23
Hawaii,2023-08-01,Edibles,333850.70
Nunavut,2023-08-01,Concentrates,34213.85
New Jersey,2023-08-01,Concentrates,2051433.28
Nunavut,2023-08-01,Edibles,7782.86
Iowa,2023-08-01,Concentrates,145900.93
Oklahoma,2023-08-01,Edibles,17904255.85
Washington,2023-08-01,Edibles,11191155.60
California,2023-08-01,Flower,128799360.33
Oregon,2023-08-01,Flower,28364441.81
Missouri,2023-08-01,Concentrates,5864224.98
Missouri,2023-08-01,Other,1420050.47
Illinois,2023-08-01,Vapes,33844847.88
Louisiana,2023-08-01,Pre-Rolls,165596.39
Massachusetts,2023-08-01,Concentrates,6344389.48
Rhode Island,2023-08-01,Pre-Rolls,953663.89
South Dakota,2023-08-01,Other,174726.93
Michigan,2023-08-01,Edibles,22812997.67
Michigan,2023-08-01,Concentrates,17697522.78
Utah,2023-08-01,Other,565324.89
Montana,2023-08-01,Pre-Rolls,2736861.03
Nevada,2023-08-01,Flower,27963922.81
Yukon,2023-08-01,Vapes,246661.29
Delaware,2023-08-01,Pre-Rolls,221694.62
Utah,2023-08-01,Concentrates,584118.20
Maryland,2023-08-01,Vapes,18441408.58
Texas,2023-08-01,Vapes,259349.79
District of Columbia,2023-08-01,Pre-Rolls,259383.86
Washington,2023-08-01,Vapes,24532238.90
Virginia,2023-08-01,Edibles,1589475.47
New Jersey,2023-08-01,Edibles,7175089.90
Alaska,2023-08-01,Concentrates,2098514.27
New Hampshire,2023-08-01,Flower,237271.92
West Virginia,2023-08-01,Flower,4318735.20
Montana,2023-08-01,Other,2294854.89
Colorado,2023-08-01,Edibles,5858808.80
Montana,2023-08-01,Edibles,4110216.97
British Columbia,2023-08-01,Edibles,5604054.30
Louisiana,2023-08-01,Edibles,379881.68
New Hampshire,2023-08-01,Other,115041.57
Rhode Island,2023-08-01,Other,168929.03
New Jersey,2023-08-01,Flower,27135856.87
Arizona,2023-08-01,Edibles,10176659.14
Florida,2023-08-01,Edibles,495014.02
Ontario,2023-08-01,Flower,76783597.81
Yukon,2023-08-01,Edibles,38316.90
Washington,2023-08-01,Flower,24877795.10
Michigan,2023-08-01,Pre-Rolls,50212470.73
Utah,2023-08-01,Vapes,4653525.28
South Carolina,2023-08-01,Flower,0.00
Colorado,2023-08-01,Concentrates,47058491.88
South Dakota,2023-08-01,Edibles,304780.43
South Carolina,2023-08-01,Edibles,0.00
Alberta,2023-08-01,Vapes,16607039.31
Oklahoma,2023-08-01,Flower,57809507.60
Yukon,2023-08-01,Flower,514231.46
West Virginia,2023-08-01,Concentrates,639508.14
Colorado,2023-08-01,Vapes,23058934.10
Hawaii,2023-08-01,Vapes,848719.54
British Columbia,2023-08-01,Pre-Rolls,25173424.74
Rhode Island,2023-08-01,Flower,3068908.81
Rhode Island,2023-08-01,Edibles,771111.21
Arizona,2023-08-01,Pre-Rolls,11439946.71
Puerto Rico,2023-08-01,Flower,64017781.95
New Hampshire,2023-08-01,Pre-Rolls,148253.32
North Dakota,2023-08-01,Other,161385.60
Illinois,2023-08-01,Flower,65944777.26
Nunavut,2023-08-01,Flower,314886.64
Ohio,2023-08-01,Pre-Rolls,87614.90
Minnesota,2023-08-01,Concentrates,0.00
Puerto Rico,2023-08-01,Concentrates,366641.73
Massachusetts,2023-08-01,Edibles,21879174.25
Newfoundland and Labrador,2023-08-01,Flower,2135347.98
Massachusetts,2023-08-01,Pre-Rolls,33051230.45
Louisiana,2023-08-01,Flower,1726334.83
Nova Scotia,2023-08-01,Concentrates,23278.82
Vermont,2023-08-01,Pre-Rolls,1424178.15
Mississippi,2023-08-01,Other,51213.41
Connecticut,2023-08-01,Vapes,8343089.24
Arkansas,2023-08-01,Flower,13560468.69
New Brunswick,2023-08-01,Other,61061.12
North Dakota,2023-08-01,Concentrates,150465.92
Arkansas,2023-08-01,Concentrates,2116692.63
Oklahoma,2023-08-01,Concentrates,8623273.90
New Hampshire,2023-08-01,Edibles,229294.11
Maryland,2023-08-01,Flower,51651517.24
Washington,2023-08-01,Concentrates,8339346.34
Delaware,2023-08-01,Concentrates,258316.35
Alberta,2023-08-01,Concentrates,2840796.56
Missouri,2023-08-01,Flower,60365998.08
Saskatchewan,2023-08-01,Edibles,681235.51
Virginia,2023-08-01,Vapes,3745245.42
New Jersey,2023-08-01,Vapes,14944370.85
Utah,2023-08-01,Flower,2913294.92
Montana,2023-08-01,Flower,11456749.96
New Mexico,2023-08-01,Flower,22425573.34
New Hampshire,2023-08-01,Vapes,238840.02
Texas,2023-08-01,Edibles,195857.56
Texas,2023-08-01,Other,218872.62
Nunavut,2023-08-01,Vapes,119033.55
British Columbia,2023-08-01,Vapes,13008356.34
Missouri,2023-08-01,Edibles,15875477.08
Ontario,2023-08-01,Concentrates,8411621.50
Northern Mariana Islands,2023-08-01,Other,0.00
Utah,2023-08-01,Edibles,1469998.21
Yukon,2023-08-01,Other,84369.35
District of Columbia,2023-08-01,Other,205100.30
Ontario,2023-08-01,Edibles,13555457.55
Saskatchewan,2023-08-01,Flower,5244419.68
Pennsylvania,2023-08-01,Edibles,1635939.42
Texas,2023-08-01,Concentrates,39733.98
California,2023-08-01,Vapes,106775525.17
Arizona,2023-08-01,Concentrates,9457326.16
Michigan,2023-08-01,Vapes,57714510.44
Vermont,2023-08-01,Other,555454.08
North Dakota,2023-08-01,Vapes,424814.02
New York,2023-08-01,Other,1035880.90
Massachusetts,2023-08-01,Other,5032030.84
Nevada,2023-08-01,Vapes,19435498.64
Puerto Rico,2023-08-01,Vapes,1597135.46
Michigan,2023-08-01,Flower,126428289.75
Louisiana,2023-08-01,Vapes,497049.98
Ontario,2023-08-01,Vapes,30516491.86
Ohio,2023-08-01,Vapes,10224421.93
Newfoundland and Labrador,2023-08-01,Vapes,631714.26
District of Columbia,2023-08-01,Edibles,216451.49
Texas,2023-08-01,Pre-Rolls,60714.33
New Brunswick,2023-08-01,Pre-Rolls,591321.88
Northern Mariana Islands,2023-08-01,Edibles,0.00
Northern Mariana Islands,2023-08-01,Flower,0.00
Virginia,2023-08-01,Pre-Rolls,666965.28
California,2023-08-01,Edibles,40149122.46
Manitoba,2023-08-01,Pre-Rolls,3601368.87
Alberta,2023-08-01,Pre-Rolls,22296223.79
Manitoba,2023-08-01,Edibles,1103194.94
Colorado,2023-08-01,Other,3208990.65
Alberta,2023-09-01,Vapes,16260485.69
Maryland,2023-09-01,Pre-Rolls,6919745.63
Florida,2023-09-01,Pre-Rolls,5322150.75
Alberta,2023-09-01,Edibles,4887943.99
Missouri,2023-09-01,Concentrates,5616969.43
New Mexico,2023-09-01,Concentrates,1985219.87
South Dakota,2023-09-01,Concentrates,390673.73
New Brunswick,2023-09-01,Concentrates,82302.87
British Columbia,2023-09-01,Concentrates,3270728.45
Texas,2023-09-01,Flower,146308.64
Vermont,2023-09-01,Flower,4080231.22
District of Columbia,2023-09-01,Edibles,200495.47
Utah,2023-09-01,Pre-Rolls,991.60
British Columbia,2023-09-01,Edibles,5205806.20
Utah,2023-09-01,Vapes,4589172.00
West Virginia,2023-09-01,Edibles,0.00
Maryland,2023-09-01,Concentrates,2793032.39
Michigan,2023-09-01,Other,2909660.98
North Dakota,2023-09-01,Flower,637780.18
Maryland,2023-09-01,Other,1066672.42
Alaska,2023-09-01,Concentrates,1939447.36
Saskatchewan,2023-09-01,Vapes,3175036.40
South Dakota,2023-09-01,Other,196098.92
Utah,2023-09-01,Edibles,1382280.43
New Hampshire,2023-09-01,Vapes,212143.17
South Carolina,2023-09-01,Pre-Rolls,0.00
North Dakota,2023-09-01,Edibles,0.00
Montana,2023-09-01,Flower,11053210.79
Oregon,2023-09-01,Concentrates,8464610.83
New York,2023-09-01,Vapes,7998870.87
Rhode Island,2023-09-01,Concentrates,517323.46
Arizona,2023-09-01,Edibles,10603069.43
Oklahoma,2023-09-01,Concentrates,8363673.45
Maine,2023-09-01,Edibles,5938007.48
Illinois,2023-09-01,Other,2590177.76
Michigan,2023-09-01,Edibles,21960567.09
Utah,2023-09-01,Other,767309.39
Michigan,2023-09-01,Flower,127156579.52
Manitoba,2023-09-01,Other,1278519.23
Illinois,2023-09-01,Edibles,16797245.16
Saskatchewan,2023-09-01,Edibles,635593.39
Newfoundland and Labrador,2023-09-01,Edibles,379485.09
South Carolina,2023-09-01,Other,0.00
Oregon,2023-09-01,Edibles,11386556.43
New Jersey,2023-09-01,Other,1819247.08
District of Columbia,2023-09-01,Vapes,449712.51
Yukon,2023-09-01,Pre-Rolls,309472.71
Texas,2023-09-01,Pre-Rolls,65488.76
Newfoundland and Labrador,2023-09-01,Flower,1927177.96
Manitoba,2023-09-01,Vapes,2387472.67
Alberta,2023-09-01,Pre-Rolls,20822473.25
New Mexico,2023-09-01,Vapes,10656755.27
Vermont,2023-09-01,Edibles,1650192.66
Nevada,2023-09-01,Flower,28000515.28
Virginia,2023-09-01,Concentrates,289307.86
Colorado,2023-09-01,Concentrates,43043185.80
Nunavut,2023-09-01,Flower,345764.39
Arizona,2023-09-01,Vapes,25587803.10
Mississippi,2023-09-01,Vapes,1010313.72
Newfoundland and Labrador,2023-09-01,Pre-Rolls,789015.93
New Jersey,2023-09-01,Pre-Rolls,9239432.75
Florida,2023-09-01,Other,1779388.49
Nunavut,2023-09-01,Pre-Rolls,184706.97
Ohio,2023-09-01,Pre-Rolls,81475.37
Northern Mariana Islands,2023-09-01,Edibles,0.00
Nova Scotia,2023-09-01,Concentrates,23800.40
Puerto Rico,2023-09-01,Edibles,1302609.93
Oklahoma,2023-09-01,Pre-Rolls,14707607.58
Alaska,2023-09-01,Edibles,1980239.34
Oregon,2023-09-01,Flower,27741970.67
Yukon,2023-09-01,Flower,464449.98
Massachusetts,2023-09-01,Flower,59989490.12
Colorado,2023-09-01,Flower,50993663.84
Oklahoma,2023-09-01,Flower,57284798.83
Virginia,2023-09-01,Vapes,3797829.60
Florida,2023-09-01,Concentrates,17139421.71
Minnesota,2023-09-01,Pre-Rolls,395218.85
Puerto Rico,2023-09-01,Flower,59184672.69
Michigan,2023-09-01,Pre-Rolls,51604909.55
Iowa,2023-09-01,Other,466409.40
Rhode Island,2023-09-01,Edibles,762600.73
Hawaii,2023-09-01,Other,215274.16
Ontario,2023-09-01,Edibles,12823345.68
Nunavut,2023-09-01,Edibles,6446.02
Oklahoma,2023-09-01,Vapes,21473910.71
Washington,2023-09-01,Concentrates,8366687.54
Vermont,2023-09-01,Concentrates,212903.24
Delaware,2023-09-01,Vapes,906716.10
Nunavut,2023-09-01,Other,45559.45
Illinois,2023-09-01,Pre-Rolls,10093024.58
Illinois,2023-09-01,Concentrates,7880064.22
Alaska,2023-09-01,Vapes,3470273.65
Saskatchewan,2023-09-01,Other,1285474.24
Arizona,2023-09-01,Pre-Rolls,11853455.12
Maine,2023-09-01,Flower,19740100.51
New York,2023-09-01,Other,1127419.97
California,2023-09-01,Pre-Rolls,59769237.67
Manitoba,2023-09-01,Concentrates,511100.82
California,2023-09-01,Vapes,103238884.12
Louisiana,2023-09-01,Pre-Rolls,211048.44
Nunavut,2023-09-01,Concentrates,38668.80
Illinois,2023-09-01,Flower,67202862.28
New Hampshire,2023-09-01,Edibles,196237.08
Massachusetts,2023-09-01,Edibles,21037271.55
Northern Mariana Islands,2023-09-01,Other,0.00
New Mexico,2023-09-01,Edibles,6792261.24
Connecticut,2023-09-01,Other,580281.98
Texas,2023-09-01,Edibles,210888.05
Nova Scotia,2023-09-01,Pre-Rolls,478.43
Washington,2023-09-01,Pre-Rolls,14410631.95
Washington,2023-09-01,Vapes,24544132.04
Maryland,2023-09-01,Vapes,18374587.82
Alaska,2023-09-01,Pre-Rolls,3788067.54
West Virginia,2023-09-01,Concentrates,691856.80
Utah,2023-09-01,Flower,3165946.62
North Dakota,2023-09-01,Pre-Rolls,37405.23
Nevada,2023-09-01,Concentrates,2923942.87
Arizona,2023-09-01,Flower,53836119.41
Iowa,2023-09-01,Vapes,451572.29
Hawaii,2023-09-01,Flower,1124223.45
Ohio,2023-09-01,Concentrates,1806446.74
Hawaii,2023-09-01,Edibles,345344.16
Oklahoma,2023-09-01,Edibles,18062439.60
Arkansas,2023-09-01,Concentrates,1943028.89
British Columbia,2023-09-01,Vapes,12192752.64
California,2023-09-01,Other,9987829.95
Ontario,2023-09-01,Concentrates,8360725.25
Missouri,2023-09-01,Edibles,16215148.21
Maryland,2023-09-01,Flower,51813218.30
New Jersey,2023-09-01,Vapes,14797825.15
Vermont,2023-09-01,Pre-Rolls,1338715.53
Montana,2023-09-01,Pre-Rolls,2703795.44
Massachusetts,2023-09-01,Vapes,32436358.65
New Brunswick,2023-09-01,Flower,598593.14
Louisiana,2023-09-01,Concentrates,146491.87
